PROVINCIA,CANTÓN,MES,DIA,HORA,ZONA,CLASE,CAUSA,NUM_FALLECIDO,NUM_LESIONADO,TOTAL_VICTIMAS
LOS RÍOS,BUENA FE,ABRIL,SÁBADO,22:00 A 22:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,SÁBADO,22:00 A 22:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ABRIL,SÁBADO,22:00 A 22:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
SANTA ELENA,LA LIBERTAD,ABRIL,SÁBADO,22:00 A 22:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
PICHINCHA,QUITO,ABRIL,SÁBADO,22:00 A 22:59,URBANA,OTROS,EXCESO VELOCIDAD,0,0,0
ESMERALDAS,ESMERALDAS,ABRIL,SÁBADO,22:00 A 22:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,SÁBADO,23:00 A 23:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
MANABÍ,MANTA,ABRIL,SÁBADO,23:00 A 23:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,DURAN,ABRIL,SÁBADO,23:00 A 23:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
GUAYAS,GUAYAQUIL,ABRIL,SÁBADO,23:00 A 23:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
TUNGURAHUA,AMBATO,ABRIL,DOMINGO,00:00 A 00:59,RURAL,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
AZUAY,CUENCA,ABRIL,DOMINGO,00:00 A 00:59,URBANA,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
EL ORO,MACHALA,ABRIL,DOMINGO,01:00 A 01:59,URBANA,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,0,1,1
LOJA,LOJA,ABRIL,DOMINGO,01:00 A 01:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,01:00 A 01:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
EL ORO,MACHALA,ABRIL,DOMINGO,01:00 A 01:59,URBANA,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,0,0,0
LOS RÍOS,QUEVEDO,ABRIL,DOMINGO,01:00 A 01:59,URBANA,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,SAMBORONDON,ABRIL,DOMINGO,01:00 A 01:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,01:00 A 01:59,URBANA,PÉRDIDA DE PISTA,EMBRIAGUEZ O DROGA,0,0,0
PICHINCHA,QUITO,ABRIL,DOMINGO,01:00 A 01:59,URBANA,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
AZUAY,PAUTE,ABRIL,DOMINGO,02:00 A 02:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,2,3
PICHINCHA,QUITO,ABRIL,DOMINGO,02:00 A 02:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
SANTA ELENA,LA LIBERTAD,ABRIL,DOMINGO,02:00 A 02:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,02:00 A 02:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
PICHINCHA,QUITO,ABRIL,DOMINGO,03:00 A 03:59,URBANA,OTROS,EXCESO VELOCIDAD,1,0,1
PICHINCHA,QUITO,ABRIL,DOMINGO,03:00 A 03:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
AZUAY,CUENCA,ABRIL,DOMINGO,03:00 A 03:59,RURAL,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,0,0,0
MANABÍ,ROCAFUERTE,ABRIL,DOMINGO,03:00 A 03:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
LOJA,CATAMAYO,ABRIL,DOMINGO,03:00 A 03:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,1,1,2
MANABÍ,MANTA,ABRIL,DOMINGO,03:00 A 03:59,URBANA,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,DAULE,ABRIL,DOMINGO,04:00 A 04:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
AZUAY,CUENCA,ABRIL,DOMINGO,04:00 A 04:59,RURAL,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,0,1,1
GUAYAS,ALFREDO BAQUERIZO MORENO,ABRIL,DOMINGO,04:00 A 04:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,BALAO,ABRIL,DOMINGO,04:00 A 04:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PICHINCHA,QUITO,ABRIL,DOMINGO,05:00 A 05:59,URBANA,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
EL ORO,MACHALA,ABRIL,DOMINGO,05:00 A 05:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,05:00 A 05:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
PICHINCHA,QUITO,ABRIL,DOMINGO,05:00 A 05:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,SAMBORONDON,ABRIL,DOMINGO,05:00 A 05:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
LOS RÍOS,BABAHOYO,ABRIL,DOMINGO,05:00 A 05:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
PICHINCHA,QUITO,ABRIL,DOMINGO,05:00 A 05:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,4,4
IMBABURA,IBARRA,ABRIL,DOMINGO,06:00 A 06:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ABRIL,DOMINGO,06:00 A 06:59,RURAL,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,06:00 A 06:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
GUAYAS,SAMBORONDON,ABRIL,DOMINGO,07:00 A 07:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,BALAO,ABRIL,DOMINGO,07:00 A 07:59,URBANA,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
PICHINCHA,QUITO,ABRIL,DOMINGO,07:00 A 07:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
GUAYAS,NARANJAL,ABRIL,DOMINGO,07:00 A 07:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,0,1
GUAYAS,EL TRIUNFO,ABRIL,DOMINGO,07:00 A 07:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
CHIMBORAZO,COLTA,ABRIL,DOMINGO,08:00 A 08:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,08:00 A 08:59,URBANA,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,0,3,3
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,08:00 A 08:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,1,1
TUNGURAHUA,AMBATO,ABRIL,DOMINGO,09:00 A 09:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,SAMBORONDON,ABRIL,DOMINGO,09:00 A 09:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,3,3
MANABÍ,MANTA,ABRIL,DOMINGO,09:00 A 09:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ABRIL,DOMINGO,10:00 A 10:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
MANABÍ,PORTOVIEJO,ABRIL,DOMINGO,11:00 A 11:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,1,1
AZUAY,CUENCA,ABRIL,DOMINGO,11:00 A 11:59,RURAL,PÉRDIDA DE PISTA,EMBRIAGUEZ O DROGA,0,0,0
PICHINCHA,QUITO,ABRIL,DOMINGO,12:00 A 12:59,RURAL,CHOQUES,EMBRIAGUEZ O DROGA,0,2,2
TUNGURAHUA,AMBATO,ABRIL,DOMINGO,13:00 A 13:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
GUAYAS,DURAN,ABRIL,DOMINGO,13:00 A 13:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
NAPO,TENA,ABRIL,DOMINGO,14:00 A 14:59,RURAL,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,14:00 A 14:59,URBANA,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,14:00 A 14:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,1,1
GUAYAS,EL TRIUNFO,ABRIL,DOMINGO,14:00 A 14:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,0,1
SANTA ELENA,SALINAS,ABRIL,DOMINGO,14:00 A 14:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
GUAYAS,SAMBORONDON,ABRIL,DOMINGO,14:00 A 14:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
EL ORO,MACHALA,ABRIL,DOMINGO,14:00 A 14:59,URBANA,VOLCAMIENTOS,EXCESO VELOCIDAD,0,0,0
MANABÍ,PORTOVIEJO,ABRIL,DOMINGO,14:00 A 14:59,URBANA,PÉRDIDA DE PISTA,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
TUNGURAHUA,SAN PEDRO DE PELILEO,ABRIL,DOMINGO,14:00 A 14:59,RURAL,CHOQUES,EXCESO VELOCIDAD,0,0,0
TUNGURAHUA,AMBATO,ABRIL,DOMINGO,15:00 A 15:59,RURAL,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
LOJA,LOJA,ABRIL,DOMINGO,15:00 A 15:59,URBANA,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
CHIMBORAZO,GUANO,ABRIL,DOMINGO,15:00 A 15:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
IMBABURA,IBARRA,ABRIL,DOMINGO,16:00 A 16:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
LOJA,LOJA,ABRIL,DOMINGO,17:00 A 17:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,DURAN,ABRIL,DOMINGO,17:00 A 17:59,URBANA,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
AZUAY,CUENCA,ABRIL,DOMINGO,17:00 A 17:59,URBANA,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PICHINCHA,MEJIA,ABRIL,DOMINGO,18:00 A 18:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
EL ORO,MACHALA,ABRIL,DOMINGO,19:00 A 19:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
LOS RÍOS,BUENA FE,ABRIL,DOMINGO,19:00 A 19:59,RURAL,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,MILAGRO,ABRIL,DOMINGO,19:00 A 19:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
GUAYAS,BALZAR,ABRIL,DOMINGO,19:00 A 19:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
LOS RÍOS,BUENA FE,ABRIL,DOMINGO,19:00 A 19:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,19:00 A 19:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,1,1
LOS RÍOS,VINCES,ABRIL,DOMINGO,20:00 A 20:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
TUNGURAHUA,AMBATO,ABRIL,DOMINGO,20:00 A 20:59,URBANA,ATROPELLOS,EMBRIAGUEZ O DROGA,0,1,1
SANTA ELENA,SANTA ELENA,ABRIL,DOMINGO,20:00 A 20:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,21:00 A 21:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,2,2
GUAYAS,MILAGRO,ABRIL,DOMINGO,21:00 A 21:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,21:00 A 21:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,1,1
PICHINCHA,QUITO,ABRIL,DOMINGO,21:00 A 21:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
MANABÍ,MONTECRISTI,ABRIL,DOMINGO,21:00 A 21:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,0,1
COTOPAXI,LATACUNGA,ABRIL,DOMINGO,22:00 A 22:59,URBANA,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,1,2
GUAYAS,PLAYAS,ABRIL,DOMINGO,22:00 A 22:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,22:00 A 22:59,URBANA,PÉRDIDA DE PISTA,EMBRIAGUEZ O DROGA,0,0,0
AZUAY,CUENCA,ABRIL,DOMINGO,22:00 A 22:59,URBANA,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,23:00 A 23:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
AZUAY,CUENCA,ABRIL,DOMINGO,23:00 A 23:59,URBANA,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,23:00 A 23:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,23:00 A 23:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
GUAYAS,GUAYAQUIL,ABRIL,LUNES,00:00 A 00:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,6,6
GUAYAS,SALITRE,ABRIL,LUNES,00:00 A 00:59,RURAL,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,LUNES,01:00 A 01:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
AZUAY,CUENCA,ABRIL,LUNES,01:00 A 01:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ABRIL,LUNES,01:00 A 01:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ABRIL,LUNES,01:00 A 01:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,1,0,1
NAPO,TENA,ABRIL,LUNES,03:00 A 03:59,RURAL,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,LUNES,05:00 A 05:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,1,1
MANABÍ,JIPIJAPA,ABRIL,LUNES,06:00 A 06:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
IMBABURA,OTAVALO,ABRIL,LUNES,06:00 A 06:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
SANTA ELENA,LA LIBERTAD,ABRIL,LUNES,07:00 A 07:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,SAN JACINTO DE YAGUACHI,ABRIL,LUNES,07:00 A 07:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
TUNGURAHUA,AMBATO,ABRIL,LUNES,07:00 A 07:59,URBANA,OTROS,OTRAS CAUSAS,0,1,1
SANTA ELENA,SANTA ELENA,ABRIL,LUNES,07:00 A 07:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
GUAYAS,DURAN,ABRIL,LUNES,08:00 A 08:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
GUAYAS,GUAYAQUIL,ABRIL,LUNES,08:00 A 08:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,2,2
GUAYAS,GUAYAQUIL,ABRIL,LUNES,10:00 A 10:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
PICHINCHA,QUITO,ABRIL,LUNES,10:00 A 10:59,URBANA,OTROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,LUNES,10:00 A 10:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,4,4
MANABÍ,MANTA,ABRIL,LUNES,11:00 A 11:59,URBANA,PÉRDIDA DE PISTA,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
SANTA ELENA,LA LIBERTAD,ABRIL,LUNES,12:00 A 12:59,URBANA,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
TUNGURAHUA,AMBATO,ABRIL,LUNES,12:00 A 12:59,URBANA,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,EL TRIUNFO,ABRIL,LUNES,13:00 A 13:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,LUNES,14:00 A 14:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
GUAYAS,SAN JACINTO DE YAGUACHI,ABRIL,LUNES,14:00 A 14:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,1,0,1
EL ORO,MACHALA,ABRIL,LUNES,15:00 A 15:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
GUAYAS,BALZAR,ABRIL,LUNES,15:00 A 15:59,RURAL,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,LUNES,15:00 A 15:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
PICHINCHA,QUITO,ABRIL,LUNES,15:00 A 15:59,URBANA,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,1,1
PICHINCHA,QUITO,ABRIL,LUNES,15:00 A 15:59,URBANA,OTROS,EXCESO VELOCIDAD,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,LUNES,17:00 A 17:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,1,1
LOJA,LOJA,ABRIL,LUNES,17:00 A 17:59,URBANA,OTROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
LOJA,LOJA,ABRIL,LUNES,17:00 A 17:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
MANABÍ,MONTECRISTI,ABRIL,LUNES,17:00 A 17:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
ZAMORA CHINCHIPE,ZAMORA,ABRIL,LUNES,17:00 A 17:59,URBANA,PÉRDIDA DE PISTA,EMBRIAGUEZ O DROGA,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,LUNES,18:00 A 18:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
TUNGURAHUA,AMBATO,ABRIL,LUNES,18:00 A 18:59,RURAL,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,SAN JACINTO DE YAGUACHI,ABRIL,LUNES,18:00 A 18:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,DAULE,ABRIL,LUNES,19:00 A 19:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
MANABÍ,PAJAN,ABRIL,LUNES,19:00 A 19:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,1,0,1
AZUAY,CUENCA,ABRIL,LUNES,19:00 A 19:59,URBANA,ESTRELLAMIENTOS,DAÑOS MECÁNICOS,0,0,0
CHIMBORAZO,GUANO,ABRIL,LUNES,20:00 A 20:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
LOS RÍOS,BABAHOYO,ABRIL,LUNES,21:00 A 21:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ABRIL,LUNES,21:00 A 21:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,LUNES,21:00 A 21:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
PICHINCHA,QUITO,ABRIL,LUNES,22:00 A 22:59,RURAL,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,0,0,0
PICHINCHA,QUITO,ABRIL,LUNES,23:00 A 23:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
GUAYAS,DAULE,ABRIL,LUNES,23:00 A 23:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,1,2
TUNGURAHUA,AMBATO,ABRIL,MARTES,05:00 A 05:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
EL ORO,MACHALA,ABRIL,MARTES,06:00 A 06:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,1,0,1
GUAYAS,GUAYAQUIL,ABRIL,MARTES,06:00 A 06:59,URBANA,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,DAULE,ABRIL,MARTES,07:00 A 07:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
SANTA ELENA,LA LIBERTAD,ABRIL,MARTES,08:00 A 08:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
GUAYAS,GUAYAQUIL,ABRIL,MARTES,08:00 A 08:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
MANABÍ,PORTOVIEJO,ABRIL,MARTES,08:00 A 08:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,MARTES,08:00 A 08:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
PICHINCHA,QUITO,ABRIL,MARTES,09:00 A 09:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
PICHINCHA,QUITO,ABRIL,MARTES,09:00 A 09:59,RURAL,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,4,4
GUAYAS,SAMBORONDON,ABRIL,MARTES,09:00 A 09:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ABRIL,MARTES,09:00 A 09:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
PICHINCHA,QUITO,ABRIL,MARTES,09:00 A 09:59,RURAL,OTROS,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,GUAYAQUIL,ABRIL,MARTES,10:00 A 10:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,3,3
PICHINCHA,QUITO,ABRIL,MARTES,10:00 A 10:59,URBANA,PÉRDIDA DE PISTA,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
PICHINCHA,QUITO,ABRIL,MARTES,11:00 A 11:59,RURAL,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ABRIL,MARTES,11:00 A 11:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
EL ORO,MACHALA,ABRIL,MARTES,11:00 A 11:59,URBANA,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
